complaint_text,officer_behaviour,amount
"Seedha bola Forest department mein INR 1,000 do ya ghar jao — itna bold tha staff member",Bad,1200
"Surprisingly smooth experience at Collectorate, officer was very professional",Good,0
"INR 2,000 kuduthen Police station la, illati velai aagaathu nu therinjuchu",Bad,3000
My file was at the bottom of the pile at GST office for no valid reason at all,Bad,0
Experience at BBMP was tolerable but could have been so much better,Neutral,0
"section officer screamed at me when I refused, then demanded INR 5,000 again loudly",Bad,5000
The clerk at Passport office was slow but at least no bribe was demanded,Neutral,0
"Forced payment INR 50,000 Health department madhye, duty officer la kaahi bhiti nahi 😡",Bad,35000
"The officer at Social welfare office demanded INR 3,000 openly with absolutely zero shame",Bad,1500
"3 sartha bandidine Building permit office ge, yenu progress illa at all 😡",Bad,0
The officer at Land registration guided me through every step without expecting anything,Good,0
"Paid INR 6,000 and my file was immediately processed at Passport office — obvious corruption",Bad,6000
"Clearly Labour department mein paisa expect kar rahe hain, hints bahut obvious hain",Bad,0
"Gave INR 18,000 because the waiting game at Ration PDS office was clearly never ending",Bad,3000
No bribe was asked at Municipal office but the delay did feel deliberate,Neutral,2000
"Dhamki deke INR 40,000 le liya Panchayat office mein, yeh sahi nahi hai 😡",Bad,500
"Bribe of INR 800 demanded at Education department openly in cash, no receipt was given",Bad,800
"Directly cash kettaanganu BBMP la, INR 1,000 kuduthen",Bad,28000
"Forced ga INR 1,500 teesukunnaru Fire NOC office lo, complaint chestanu 😡",Bad,800
"Told me flat out at Drug control department — pay INR 18,000 or get out of this office now",Bad,1200
"Visited BBMP four times, file hasn't moved, no reason ever given",Bad,0
"inspector ne Health department madhye broker la door kela, swatah help kela — respect",Good,0
senior officer at Labour department said bring all originals again — they already have them,Bad,0
The clerk at Social welfare office turned away my agent and helped me directly instead,Good,0
head clerk ne Forest department mein sab sahi se kiya bina ek rupaya liye,Good,0
"section officer seedha INR 15,000 kettikaattu Fire NOC office la, illati reject pannuven nu sonnaar",Bad,45000
"INR 2,000 dile swatahun Taluk office madhye, nahi tar pani jhaala nasata",Bad,8000
"desk officer ne seedha kaha INR 8,000 lao Municipal office mein warna application cancel",Bad,800
"clerk okay ah irundhaaru Revenue office la, romba helpful illai but",Neutral,0
"Dabaav mein diya INR 50,000 Employment exchange mein, inspector bilkul nahi dara",Bad,35000
"Demanded INR 3,000 at Taluk office before even looking at my documents",Bad,1500
desk officer ne Income tax office mein sab sahi se kiya bina ek rupaya liye,Good,0
"section officer at Taluk office said pay INR 5,000 or come back in six months",Bad,5000
Passport office officer deserves appreciation — zero corruption witnessed,Good,0
"Social welfare office staff member straight ah pannichitaanga, extra paisa illai bilkul",Good,0
"Fire NOC office nalli sakkath clean experience, clerk honest aagidru",Good,0
"Ek rupaya nahi dena tha par INR 15,000 Income tax office mein dena pad gaya finally",Bad,4000
"INR 1,000 swayamaa kuduthen Panchayat office la, system ippadi taan irukku 😞",Bad,35000
"staff member at Passport office said bring INR 4,000 tomorrow or forget the entire application",Bad,3000
"Kaam jaldi hua RTO mein, duty officer helpful tha aur honest bhi",Good,0
Officer at Drug control department was prompt and processed my request without hesitation,Good,0
"Paid INR 30,000 and finally left Education department — disgusted and angry about this whole thing",Bad,3000
"Had no option but to pay INR 40,000 at Health department — supervisor made that very clear",Bad,2500
"Mediocre service at Labour department, senior officer was indifferent throughout",Neutral,0
senior officer at Income tax office was polite but the process was slow and confusing,Neutral,0
The inspector processed my application but seemed completely least interested,Neutral,0
"Gave INR 20,000 at GST office after staff member rejected my correct documents twice",Bad,20000
Not great,Neutral,0
The head clerk at Fire NOC office was slow but at least no bribe was demanded,Neutral,800
The duty officer at Panchayat office made excuses about missing signatures every visit,Bad,0
"Taluk office nalli documents bega process aadvu, head clerk cooperative aagidru",Good,0
"Dhamki deke INR 500 le liya Social welfare office mein, yeh sahi nahi hai 😡",Bad,1200
"Khullam khulla INR 25,000 manga Drug control department mein, koi dar nahi tha clerk ko",Bad,2500
"Got my document from Building permit office without any agent or bribe, proud moment",Good,0
"staff member seedha INR 30,000 kettikaattu Trade licence office la, illati reject pannuven nu sonnaar",Bad,500
officer ne seedha kaha INR 500 lao Drug control department mein warna application cancel,Bad,500
"clerk screamed at me when I refused, then demanded INR 18,000 again loudly",Bad,4000
"Bilkul sahi kaam hua Collectorate mein, koi chakkar nahi, very happy",Good,0
The desk officer at Social welfare office asked unnecessary repeated questions but finally processed,Neutral,0
Visited Collectorate — officer was honest and work was done quickly,Good,0
"File stuck at BESCOM for over a month, head clerk gives a new excuse every visit",Bad,0
The officer at Health department asked unnecessary repeated questions but finally processed,Neutral,2500
"Told me flat out at Social welfare office — pay INR 6,000 or get out of this office now",Bad,2500
"Khullam khulla INR 1,500 manga Trade licence office mein, koi dar nahi tha supervisor ko",Bad,40000
Office ke supervisor ne bola koi senior se baat karo Ration PDS office mein — stalling hai,Bad,0
First time I left a government office feeling good — Drug control department impressed me,Good,0
desk officer ne seedha kaha INR 500 lao BESCOM mein warna application cancel,Bad,1200
"RTO staff was fully transparent, no middleman required at all",Good,0
"supervisor ne BESCOM madhye broker la door kela, swatah help kela — respect",Good,0
"Hint nodi naane pay maade INR 800 BESCOM ge, baere option irliilla",Bad,1200
Felt intimidated at Ration PDS office every time I asked for my application status,Bad,0
Clearly expecting something at Building permit office but not saying it directly 😤,Bad,0
section officer at Forest department declined when I tried to offer extra money — respected that 🙏,Good,0
"duty officer at Municipal office pointed at the drawer — I placed INR 2,500 inside",Bad,18000
section officer at Land registration pointed at the drawer — I placed INR 500 inside,Bad,20000
The section officer at Water board guided me through every step without expecting anything,Good,0
"Pehilya visit la kaam zaala Labour department madhye, inspector decent hota",Good,0
"What else could I do — paid INR 3,000 at Ration PDS office and tried to move on 😞",Bad,45000
Office ke desk officer ne bola koi senior se baat karo Ration PDS office mein — stalling hai,Bad,0
"Forced payment INR 25,000 Social welfare office madhye, inspector la kaahi bhiti nahi 😡",Bad,3000
"Directly cash kettaanganu Employment exchange la, INR 2,500 kuduthen",Bad,10000
"staff member cash INR 10,000 thagolli anthu BESCOM nalli, bayam haakidru",Bad,8000
"Surprisingly smooth experience at Education department, duty officer was very professional",Good,0
"INR 15,000 ki demand khullam khulla Fire NOC office mein, koi sharam nahi 😡",Bad,1500
"Broker illama velai achu Employment exchange la, senior officer honest ah irundhaaru",Good,0
"INR 12,000 kuduthen RTO la, illati velai aagaathu nu therinjuchu",Bad,800
"INR 18,000 voluntarily kotte Employment exchange nalli, ashtu kashta padrodu beda anthu 😞",Bad,35000
"3 mahine ho gaye Trade licence office mein, application ka koi pata nahi",Bad,0
"File halavli nahi Panchayat office madhye, clerk kaaran nahi saangitla — frustrated",Bad,0
"Straight aagi heltidru INR 1,000 kodo Income tax office nalli, illadre file close aagthade",Bad,6000
"Khullam khulla INR 6,000 manga BESCOM mein, koi dar nahi tha officer ko",Bad,1500
"Bribe of INR 25,000 demanded at BBMP openly in cash, no receipt was given",Bad,1500
"Paid INR 1,200 at Health department voluntarily because nothing was going to move otherwise",Bad,2500
"staff member at Labour department pointed at the drawer — I placed INR 15,000 inside",Bad,6000
"Average experience Revenue office nalli, kaam aaythu paisa kela maadlilla",Neutral,0
"Demanded INR 25,000 at Ration PDS office before even looking at my documents",Bad,50000
"Kaam jaldi hua RTO mein, head clerk helpful tha aur honest bhi",Good,0
"Health department mein bahut achha officer tha, koi bhi demand nahi ki bilkul",Good,0
"clerk cash INR 50,000 thagolli anthu BBMP nalli, bayam haakidru",Bad,3000
"Cash demand of INR 1,200 made openly at BESCOM in front of other people",Bad,8000
"3 murai vanthen Municipal office la, appuram taan velai achu finally",Neutral,0
"head clerk at Building permit office said INR 12,000 is the processing charge — it is not official",Bad,1200
"Hint purinjuchu, INR 1,200 kuduthen Taluk office la, velai seekirama achu",Bad,8000
"duty officer cash INR 2,500 thagolli anthu BESCOM nalli, bayam haakidru",Bad,50000
"inspector hint ichhaaru RTO lo, direct ga cheppaledu — artham ayyindi",Bad,0
"head clerk okay ah irundhaaru Revenue office la, romba helpful illai but",Neutral,0
"desk officer cash INR 18,000 thagolli anthu Fire NOC office nalli, bayam haakidru",Bad,18000
"Dila INR 20,000 Trade licence office madhye khud, section officer ne ishaara kela hota",Bad,25000
"inspector nodi sumnirthare Education department nalli, kela maadidre naale baa anthaare",Bad,0
"staff member okay aagidru GST office nalli, aadre helpful alla bilkul",Neutral,800
"senior officer straight aagi maadidru, extra paisa expect maadlilla bilkul",Good,0
"INR 1,000 demanded before stamp at Health department — this is not how it should work",Bad,2000
"staff member direct ga INR 2,000 adige Forest department lo, lekapote reject antaadu",Bad,50000
"Social welfare office desk officer broker ni door chesaaru, swayamga help chesaaru 🙏",Good,0
"desk officer directly INR 25,000 kela maade Labour department nalli, illadre reject anthu",Bad,18000
"INR 25,000 kela maadidru openly Employment exchange nalli, yenu lajja illa avrige",Bad,2500
Got my documents processed at Education department with no bribe and no drama,Good,0
"Gave INR 25,000 at Ration PDS office after senior officer rejected my correct documents twice",Bad,5000
"desk officer hint kuduttaaru Income tax office la, direct ah sollavillai — purinjuchu",Bad,0
"inspector direct ga INR 2,500 adige Drug control department lo, lekapote reject antaadu",Bad,4000
"staff member ne Labour department madhye neet explain kela, paisa nahi magitla",Good,0
"senior officer okay aagidru Police station nalli, aadre helpful alla bilkul",Neutral,0
"duty officer at Collectorate pointed at the drawer — I placed INR 25,000 inside",Bad,2000
"inspector ne seedha INR 15,000 magitla Building permit office madhye, nahi tar reject asa sangitla",Bad,5000
"head clerk screamed at me when I refused, then demanded INR 5,000 again loudly",Bad,30000
The inspector at RTO used a middleman to collect INR 800 from me,Bad,25000
"Had no option but to pay INR 25,000 at Ration PDS office — officer made that very clear",Bad,1200
"clerk at Police station was bold enough to demand INR 15,000 with cameras watching",Bad,4000
